time_s,x_m,y_m,z_m,ref_x_m,ref_y_m,ref_z_m,vx_mps,vy_mps,vz_mps,ax_mps2,ay_mps2,az_mps2,roll_rad,pitch_rad,yaw_rad,ft_N,tx_Nm,ty_Nm,tz_Nm,tracking_error_m
0.1,-3648.537712282489,719.1992782625305,10.187660462845667,-3652.537,719.199,10.197000000000001,-0.02894740569321625,0.025987324943092752,-0.14120277836289977,-0.49183133674720136,1.1706844576645303,0.03252462912981452,-0.05929855147187527,-0.05928491730161435,0.26206151692596624,-3652.537,719.199,3.141592653589793,10.197000000000001,3.9992986324877053
0.2,-3648.5449093941243,719.2032041262414,10.173688655190416,-3652.537,719.199,10.197000000000001,-0.07813053936793639,0.14305577070954578,-0.13795031544991831,-0.04946863031408899,1.5061378576972746,0.16521839880572675,-0.13786318637861547,-0.059908597960020085,0.5408918080493621,-3652.537,719.199,3.141592653589793,10.197000000000001,3.9921608809007276
0.30000000000000004,-3648.5636774041755,719.2155427802202,10.15878432727572,-3652.537,719.199,10.197000000000001,-0.03884113175603403,0.32721489648254776,-0.10815909860175443,1.0119341499290302,1.8821746799514258,0.3329285692580651,-0.19142769194860423,0.01022984988878612,0.8101593037000452,-3652.537,719.199,3.141592653589793,10.197000000000001,3.973540807857343
0.4,-3648.5951923478256,719.2409260088461,10.140982880850457,-3652.537,719.199,10.197000000000001,0.12425629061786958,0.519490706699831,-0.07136460159830531,2.1474945774891636,1.683515838152462,0.3094607709936221,-0.21740290953533836,0.07772151602219425,1.0805491579706592,-3652.537,719.199,3.141592653589793,10.197000000000001,3.9424286010776455
0.5,-3648.6414980484547,719.2821428391421,10.118798503949671,-3652.537,719.199,10.197000000000001,0.3906577837417985,0.66391806411304,-0.04626694440303003,2.988858599626849,1.0139587970580806,0.2795300929175063,-0.223857500312486,0.12443126777384277,1.3562360303474261,-3652.537,719.199,3.141592653589793,10.197000000000001,3.8971738042044333
0.6000000000000001,-3648.7059739220576,719.3390705344015,10.091837251761106,-3652.537,719.199,10.197000000000001,0.7220280105432396,0.722282466111447,-0.015458583014804017,3.341422582571435,0.1688996419836042,0.23709850963704104,-0.21908354195261953,0.15244639895366172,1.6375472411012084,-3652.537,719.199,3.141592653589793,10.197000000000001,3.835028000953532
0.7000000000000001,-3648.7923899391785,719.4089151950631,10.061774874784142,-3652.537,719.199,10.197000000000001,1.0589423002560858,0.697697992509761,0.0011527575243782118,3.0797346731968163,-0.3881327359736839,0.25844590088787456,-0.21306597541415748,0.15107402995419394,1.9044349329126966,-3652.537,719.199,3.141592653589793,10.197000000000001,3.7529261558432014
0.8,-3648.9039964970007,719.4857763685918,10.033701271548757,-3652.537,719.199,10.197000000000001,1.3379749451826026,0.6446559189167103,0.03623059716277088,2.4336162535866688,-0.46805515884861393,0.248128935168696,-0.21788119074141027,0.1170890701931357,2.1319641267664573,-3652.537,719.199,3.141592653589793,10.197000000000001,3.64796129544991
0.9,-3649.041071738684,719.560746207883,10.010714523879944,-3652.537,719.199,10.197000000000001,1.5456655509734194,0.6040869607400382,0.050778544558117394,1.773285507681364,-0.20524050654408832,0.13749449976167194,-0.23335274961769947,0.07737097637723162,2.3220039648006714,-3652.537,719.199,3.141592653589793,10.197000000000001,3.519527952126223
1.0,-3649.201430304137,719.6247169263842,9.994206623711692,-3652.537,719.199,10.197000000000001,1.6926320467188753,0.6036078176078926,0.06372949711510525,1.2392420001346105,0.17210598072388583,0.18422002636903861,-0.25081322565960346,0.04308071830496909,2.4779220808783338,-3652.537,719.199,3.141592653589793,10.197000000000001,3.3687364472210146
1.1,-3649.380910605014,719.6708020334139,9.983220622458564,-3652.537,719.199,10.197000000000001,1.7935139510003413,0.6385081568848154,0.08762254983192513,0.8169304947993474,0.3773520676100479,0.12733278016923205,-0.23154955689483525,0.01404558602430771,2.605294358742303,-3652.537,719.199,3.141592653589793,10.197000000000001,3.1983119063246326
1.2000000000000002,-3649.573828429017,719.6962438343713,9.979247854976649,-3652.537,719.199,10.197000000000001,1.8560181456787448,0.6790782311299023,0.08919605314895168,0.465777043445307,0.3686851208329549,0.015455628805132793,-0.1957333989236286,-0.010229159815240058,2.707554232354975,-3652.537,719.199,3.141592653589793,10.197000000000001,3.0124828939869546
1.3,-3649.773897258105,719.7022965341077,9.981044721945652,-3652.537,719.199,10.197000000000001,1.8866693596894022,0.7122451810514063,0.09071367559295168,0.1911879300886401,0.2788946283060718,0.04388732346476698,-0.15815657847391515,-0.02694188091306002,2.7891358619965114,-3652.537,719.199,3.141592653589793,10.197000000000001,2.8168565539676673
1.4000000000000001,-3649.976374631146,719.6916881023398,9.987621408649716,-3652.537,719.199,10.197000000000001,1.8942557316964728,0.7348571567911167,0.09797351784190511,-0.0004178537542038896,0.16491380064953454,-0.008244236650934822,-0.12276989183543417,-0.03626932567226555,2.8542799276917807,-3652.537,719.199,3.141592653589793,10.197000000000001,2.615986093296533
1.5,-3650.178101823834,719.6677973227271,9.997076805569865,-3652.537,719.199,10.197000000000001,1.8865857889385613,0.7452279411813131,0.08906482826276474,-0.12342291980189302,0.04433335123766469,-0.07796089864119982,-0.0908892880802379,-0.04007513931081859,2.9067906031972455,-3652.537,719.199,3.141592653589793,10.197000000000001,2.4133256761129585
1.6,-3650.3772125058126,719.6339196403728,10.007878667332538,-3652.537,719.199,10.197000000000001,1.8695711477360941,0.7437238270386498,0.08238133811366517,-0.19308372677561003,-0.06527930544823857,-0.10279098447475332,-0.06384540574795022,-0.04010295313521918,2.94941856432873,-3652.537,719.199,3.141592653589793,10.197000000000001,2.2112448964552396
1.7000000000000002,-3650.572737828567,719.5928771799312,10.01975026041759,-3652.537,719.199,10.197000000000001,1.8479690435834395,0.7321720800916653,0.06850663136781406,-0.3932312492609089,-0.2125022964683465,-0.21353180362092608,-0.03920828607396054,-0.04500171786160228,2.9845705668814,-3652.537,719.199,3.141592653589793,10.197000000000001,2.0111893449337055
1.8,-3650.7624142369373,719.547142253852,10.03950795802575,-3652.537,719.199,10.197000000000001,1.790924897883912,0.7012233677449804,0.039674977389479976,-0.880692252198596,-0.3614763139473389,-0.2293731876798938,-0.004414082359043194,-0.10885539557712308,3.0142523866404836,-3652.537,719.199,3.141592653589793,10.197000000000001,1.8152579438379142
1.9000000000000001,-3650.9401272610785,719.4992420056211,10.068071813922732,-3652.537,719.199,10.197000000000001,1.6718305931437207,0.6598768173021977,0.02263199383183534,-1.4357156026087452,-0.4037206418576966,-0.22653983262275218,0.005979959113337233,-0.16088521964132096,3.0375546853020454,-3652.537,719.199,3.141592653589793,10.197000000000001,1.6299602091507228
2.0,-3651.101055643723,719.4502440219594,10.099580940500829,-3652.537,719.199,10.197000000000001,1.5037817773621631,0.620479239373441,-0.005632989135070432,-1.7579196399738954,-0.3834147926467102,-0.22906291051135869,0.0123138523793183,-0.19294663627497244,3.056585436553269,-3652.537,719.199,3.141592653589793,10.197000000000001,1.4610100020351768
2.1,-3651.243362560172,719.4008995682832,10.126885896882886,-3652.537,719.199,10.197000000000001,1.320246665148942,0.5831938587728558,-0.02318058827043637,-1.782226378608506,-0.37033630321527333,-0.17284517680271339,0.01853272185886202,-0.18765882673116535,3.0724711745070308,-3652.537,719.199,3.141592653589793,10.197000000000001,1.3111739964066562
2.2,-3651.3678123036275,719.3520913529446,10.147339528844565,-3652.537,719.199,10.197000000000001,1.1473365016404615,0.5464119787303863,-0.04020202449561314,-1.6429522682394095,-0.3686866916648084,-0.15140915107971226,0.02398183890324344,-0.1709155280125996,3.085644799287176,-3652.537,719.199,3.141592653589793,10.197000000000001,1.1802131138443681
2.3000000000000003,-3651.4758663030284,719.3046476196672,10.161664295824146,-3652.537,719.199,10.197000000000001,0.9916562115010596,0.5094565204398941,-0.05346241848637885,-1.4659199254623063,-0.3708154310184564,-0.1054479053080288,0.02824896081637562,-0.15172395615699807,3.096492132835436,-3652.537,719.199,3.141592653589793,10.197000000000001,1.0669652076704152
2.4000000000000004,-3651.5691984028413,719.2592459257756,10.171178125886968,-3652.537,719.199,10.197000000000001,0.8541525165480001,0.4722488925266949,-0.06129160555721892,-1.2878872020906167,-0.3724317803854098,-0.06969946292533857,0.03128832523914951,-0.13285117394846865,3.105373458849598,-3652.537,719.199,3.141592653589793,10.197000000000001,0.9700186968393455
2.5,-3651.6495547578047,719.2163865240076,10.176810622229837,-3652.537,719.199,10.197000000000001,0.7340787710829368,0.43497016436281233,-0.06740231107144656,-1.1205434142381256,-0.3715953338332394,-0.034070439450322676,0.03322336064790425,-0.11530838359245765,3.112610049013286,-3652.537,719.199,3.141592653589793,10.197000000000001,0.8878451216774987
2.6,-3651.7185465281914,719.1764229094148,10.179715981448702,-3652.537,719.199,10.197000000000001,0.6300438337003751,0.39792982576004704,-0.06810569344728341,-0.9679181489007109,-0.3676649421503517,0.13511774799894463,0.034234270931167175,-0.09933296479370148,3.1184844905297813,-3652.537,719.199,3.141592653589793,10.197000000000001,0.818947219197817
2.7,-3651.7777301811284,719.1395641933565,10.180386117407702,-3652.537,719.199,10.197000000000001,0.5404951413027945,0.3614371759327419,-0.040378761471657615,-0.8309023305408196,-0.3606311605803576,0.12432904206112297,0.03450289316376387,-0.08512162233437358,3.1232324190336715,-3652.537,719.199,3.141592653589793,10.197000000000001,0.7617737814175449
2.8000000000000003,-3651.8284403423977,719.1059340470136,10.179817063950923,-3652.537,719.199,10.197000000000001,0.46386336759221103,0.32580359364397543,-0.0432398850350588,-0.7087398848254793,-0.3507240304557546,0.017576629707637265,0.034172586724363054,-0.07239636092046411,3.1270588889723676,-3652.537,719.199,3.141592653589793,10.197000000000001,0.714851951999667
2.9000000000000004,-3651.87194748369,719.0755506450138,10.17816844545435,-3652.537,719.199,10.197000000000001,0.3987471643376985,0.2912923698415909,-0.03686343553013016,-0.6006936899961679,-0.33840103874767125,0.03185656208521076,0.03338616362208593,-0.06122539190133769,3.1301260479885475,-3652.537,719.199,3.141592653589793,10.197000000000001,0.6766751215637622
